[polyscope] Backend: openGL3_glfw -- Loaded openGL version: 4.1 (Core Profile) Mesa 23.2.1-1ubuntu3.1~22.04.3
0.2, nan, 0
0.017185, 1.28963, 3288
0.0265845, 1.2901, 6321
0.0269357, 1.30544, 9486
0.0187147, 1.30903, 12712
0.0147795, 1.30639, 15895
0.0112092, 1.30428, 19065
0.00797439, 1.30748, 22552
0.0083605, 1.3123, 25779
0.00735621, 1.31008, 29067
0.00682231, 1.30914, 32571
0.00760177, 1.30932, 35843
0.00406863, 1.30801, 39349
0.00449807, 1.30897, 44665
0.00386257, 1.30861, 47994
0.00489398, 1.30951, 51363
0.00407246, 1.30993, 54732
0.00477175, 1.31069, 58076
0.00420687, 1.3098, 61443
0.00452882, 1.31257, 64657
0.00376917, 1.31308, 68015
0.000499617, 1.31349, 71767
0.000336355, 1.3128, 75245
0.000831094, 1.3122, 78796
2.1763e-05, 1.3121, 82088
0.000681588, 1.31035, 85281
0.00115767, 1.30944, 88463
0.000985223, 1.30988, 91533
0.00139295, 1.30977, 94726
0.00100872, 1.30973, 97705
0.000647852, 1.30982, 100893
0.00043837, 1.30976, 103950
0.000868622, 1.31162, 106956
0.000889351, 1.31158, 109844
0.000941709, 1.31127, 113728
0.0004721, 1.31057, 116818
0.000875695, 1.30953, 120009
0.000182204, 1.30899, 123327
0.000303858, 1.3095, 126542
1.08494e-05, 1.30845, 130824
0.000582054, 1.30837, 134269
0.000814662, 1.30944, 137418
0.0012291, 1.30914, 140740
0.00116369, 1.30903, 144000
0.00137249, 1.30903, 147409
0.002286, 1.3088, 150819
0.00209315, 1.30891, 154233
0.00224706, 1.30892, 158079
0.00206244, 1.30861, 161377
0.00222676, 1.3086, 165763
0.00263105, 1.30797, 169087
0.00282353, 1.30791, 172630
0.00316751, 1.30802, 176105
0.00301695, 1.30789, 180174
0.00279904, 1.30776, 183466
0.00305918, 1.3077, 186650
0.00305242, 1.30719, 190025
0.0031893, 1.30699, 193362
0.00376816, 1.30709, 196740
0.00408267, 1.30706, 200440
0.00333529, 1.30745, 203216
0.0029203, 1.30796, 207015
0.00240741, 1.30794, 210127
0.00270903, 1.3081, 213356
0.00241517, 1.3082, 216515
0.00221289, 1.30832, 219598
0.00204952, 1.30841, 222811
0.0020286, 1.30899, 226073
0.00202853, 1.30899, 229376
0.00166289, 1.30899, 232479
0.00137776, 1.30871, 235664
0.00131637, 1.30886, 238989
0.00157701, 1.309, 242291
0.00136293, 1.30883, 245213
0.00177765, 1.30866, 248454
0.00161542, 1.30818, 251745
0.00131005, 1.30817, 254868
0.00133954, 1.30772, 257949
0.0011144, 1.30796, 261061
0.0012361, 1.3082, 264389
0.00134243, 1.30872, 267673
0.00138331, 1.30913, 270992
0.00142262, 1.30938, 274366
0.00105636, 1.30918, 277623
0.00107734, 1.30923, 280988
0.000697037, 1.30919, 284510
0.000879087, 1.30926, 287719
0.00103341, 1.30879, 290575
0.000682451, 1.30892, 293736
0.000429994, 1.30884, 297171
0.000484352, 1.30843, 300369
0.0004051, 1.30881, 303743
0.000120685, 1.30894, 306950
0.000234736, 1.3089, 310300
4.24045e-05, 1.30835, 313586
9.14214e-06, 1.3082, 316727
0.000120211, 1.30818, 320001
0.000351337, 1.30834, 323394
0.000274675, 1.30806, 326655
0.000287866, 1.30799, 330017
0.000409275, 1.30803, 333307
0.00036125, 1.30807, 336757
0.000184022, 1.30841, 341609
0.00040106, 1.30844, 344986
0.00100299, 1.30796, 348347
0.00110041, 1.3075, 352284
0.000906814, 1.30756, 355672
0.00119016, 1.30757, 360690
0.00115313, 1.30773, 364206
0.00123509, 1.30798, 367454
0.00147601, 1.30795, 370796
0.00134645, 1.30825, 374040
0.00136302, 1.30856, 378084
0.00116802, 1.30839, 381327
0.00143197, 1.30826, 386151
0.00150319, 1.30851, 389566
0.00147298, 1.30837, 394760
0.0015834, 1.30829, 397238
0.0015692, 1.30845, 400409
0.00137975, 1.3086, 405347
0.00111799, 1.3085, 408664
0.00110614, 1.30868, 412062
0.00128389, 1.30884, 415277
0.00145788, 1.30871, 418592
0.00168794, 1.30885, 421944
0.00177745, 1.30869, 425365
0.0016409, 1.30847, 428667
0.00170292, 1.30861, 432022
0.00171211, 1.30825, 435420
0.00167254, 1.30855, 438801
0.00190773, 1.30843, 442192
0.00181161, 1.3086, 445616
0.00189794, 1.30845, 448804
0.00195932, 1.30812, 452031
0.00194341, 1.30835, 455202
0.00197368, 1.30825, 458275
0.00215196, 1.30805, 461687
0.00192206, 1.30817, 464805
0.00202382, 1.30815, 468126
0.00175259, 1.30833, 471129
0.0016674, 1.30849, 474301
0.00180298, 1.30869, 477484
0.00160814, 1.30889, 483697
0.00138056, 1.30901, 487067
0.00177773, 1.30912, 490401
0.00185332, 1.30924, 493704
0.00174735, 1.30915, 496979
0.00166732, 1.30922, 500150
0.001628, 1.3091, 503476
0.00151267, 1.30898, 507077
0.00139148, 1.30919, 510407
0.00118565, 1.30901, 513685
0.00125636, 1.30897, 517214
0.00122701, 1.30886, 519881
0.00120557, 1.30899, 522969
0.000954222, 1.30912, 526145
0.000919052, 1.30903, 529315
0.00102646, 1.30904, 532523
0.000906493, 1.30903, 535616
0.00111628, 1.30905, 538770
0.000994943, 1.30882, 543722
0.00119745, 1.30859, 547239
0.00130664, 1.30846, 550540
0.00156152, 1.30836, 553951
0.00138181, 1.30862, 560090
0.00138265, 1.30862, 563315
0.0016171, 1.30871, 568608
0.00147702, 1.3085, 571842
0.00146224, 1.30862, 575186
0.00133656, 1.30865, 580825
0.00122854, 1.3086, 584060
0.00121701, 1.30882, 589888
0.00140933, 1.30865, 593163
0.00135915, 1.30843, 596432
0.00141247, 1.30829, 603130
0.00146292, 1.30835, 606434
0.00128608, 1.30824, 612901
0.00124729, 1.30829, 616090
0.00112461, 1.30857, 621254
0.00117865, 1.30864, 624883
0.00128393, 1.30874, 628912
0.00126027, 1.30878, 631950
0.001154, 1.30883, 636755
0.00106494, 1.3088, 639834
0.00121897, 1.30851, 644723
0.00125727, 1.30848, 647768
0.00148012, 1.30851, 653029
0.00147653, 1.30862, 656033
0.00165592, 1.30841, 661084
0.0015523, 1.30839, 664034
0.00173051, 1.30843, 668297
0.0016847, 1.30845, 671244
0.00148403, 1.30838, 674345
0.00142642, 1.30852, 680179
0.00153219, 1.30843, 683514
0.00136019, 1.30835, 686905
0.00124232, 1.30809, 690988
0.00128968, 1.30797, 694359
0.0012517, 1.30807, 697751
0.00117723, 1.30819, 700933
0.00129836, 1.30798, 704239
0.00115732, 1.30796, 707463
0.00117312, 1.30801, 710800
0.00107087, 1.30791, 714099
0.00112002, 1.30804, 717511
0.000982991, 1.30804, 725432
0.00107803, 1.30805, 728419
0.000960857, 1.30806, 731580
0.00103162, 1.30804, 734827
0.0009844, 1.30796, 738034
0.00100061, 1.30806, 746341
0.000920852, 1.30814, 749551
0.000925073, 1.30814, 752902
0.000953124, 1.30809, 756326
0.000922814, 1.30816, 760485
0.000957845, 1.30804, 763756
0.000881838, 1.30811, 767119
0.000843622, 1.30805, 770430
0.000821386, 1.3081, 773808
0.000818658, 1.30819, 777127
0.000561241, 1.30821, 780588
0.000700546, 1.30809, 783840
0.000711321, 1.30798, 787219
0.000775822, 1.30808, 790383
0.000817388, 1.30809, 793689
0.000764473, 1.30837, 797039
0.000743234, 1.30835, 800298
0.00081644, 1.30832, 803620
0.000718665, 1.30835, 806616
0.000614169, 1.30835, 809983
0.000492582, 1.30839, 813211
0.000516295, 1.30836, 816520
0.000487478, 1.30837, 819794
0.000442212, 1.30832, 825688
0.000499921, 1.30837, 828851
0.000421517, 1.3083, 832182
0.000352101, 1.3084, 838218
0.000310553, 1.30834, 841169
0.000143311, 1.3083, 844358
9.80062e-05, 1.3084, 847171
1.75063e-05, 1.30836, 850156
4.08251e-05, 1.30839, 853166
9.60224e-06, 1.30832, 856367
9.23219e-06, 1.30833, 859655
2.10839e-05, 1.3084, 862630
3.32438e-06, 1.30836, 865682
3.41763e-05, 1.30837, 868737
1.93481e-05, 1.30832, 871784
4.81715e-05, 1.30827, 874906
2.07205e-05, 1.30837, 878011
4.3999e-05, 1.30834, 880973
4.96478e-06, 1.3083, 883980
7.01198e-05, 1.30814, 887362
3.56432e-05, 1.30824, 891624
6.44199e-05, 1.3082, 894720
2.11742e-05, 1.30816, 897720
5.06819e-05, 1.30816, 900754
5.10515e-05, 1.30815, 903770
2.06042e-05, 1.30824, 906777
3.06251e-06, 1.30827, 909846
5.18081e-05, 1.30828, 912909
7.06418e-05, 1.30832, 918189
4.9207e-06, 1.30837, 921308
6.87027e-05, 1.3084, 924413
3.83542e-05, 1.30832, 928183
3.97243e-05, 1.30844, 931381
3.79791e-05, 1.30837, 934552
3.07378e-05, 1.30853, 937661
4.38693e-05, 1.30857, 940913
0.000187219, 1.30849, 944200
0.000306713, 1.30859, 947563
0.000322688, 1.30859, 950915
0.000363107, 1.30858, 954125
0.000411906, 1.3087, 957504
0.000354226, 1.30881, 960285
0.00037558, 1.30863, 963713
0.000400356, 1.30856, 967114
0.00041317, 1.30854, 970311
0.000441903, 1.30853, 973641
0.000519984, 1.30865, 976890
0.000436478, 1.30853, 981161
0.000447649, 1.30856, 984604
0.000399519, 1.30856, 988114
0.000357792, 1.30856, 991680
0.000368741, 1.3085, 994928
0.000336499, 1.30843, 998248
0.000355243, 1.30857, 1001414
0.00034037, 1.3086, 1004697
0.000434144, 1.30866, 1009152
0.000418796, 1.30868, 1012420
0.000309172, 1.3087, 1015637
0.00045892, 1.30875, 1018826
0.000509121, 1.3087, 1022158
0.000640754, 1.3088, 1025209
0.000699529, 1.30887, 1028479
0.000653772, 1.30887, 1031835
0.00059933, 1.3089, 1035481
0.000600281, 1.309, 1038742
0.00071315, 1.30901, 1042342
0.000666967, 1.30908, 1045560
0.000637423, 1.30903, 1048888
0.000615378, 1.30905, 1052124
0.000609219, 1.30909, 1056743
0.000621734, 1.30906, 1059664
0.000452185, 1.30901, 1062752
0.000462696, 1.30917, 1068873
0.000400775, 1.30922, 1071751
0.000430806, 1.30903, 1076888
0.000430212, 1.30903, 1080053
0.000422241, 1.30894, 1083140
0.000517607, 1.30895, 1086143
0.000603037, 1.30902, 1090035
0.000555678, 1.30896, 1093055
0.000545728, 1.30896, 1096488
0.000501527, 1.30891, 1099788
0.000477025, 1.30897, 1103283
0.000535272, 1.30891, 1106785
0.000503512, 1.30903, 1109815
0.000479545, 1.309, 1112979
0.000470743, 1.30913, 1116311
0.000606795, 1.3092, 1120196
0.000596268, 1.30924, 1123500
0.000626419, 1.30929, 1126776
0.000648642, 1.30929, 1130189
0.000514873, 1.30929, 1133584
0.000484511, 1.30918, 1136935
0.000433576, 1.30913, 1140219
0.000408287, 1.30908, 1144654
0.000336646, 1.30914, 1148038
0.000348762, 1.30923, 1151248
0.000340643, 1.30922, 1155171
0.000349234, 1.3092, 1158266
0.00043058, 1.30923, 1161693
0.00041041, 1.30923, 1164613
0.000451825, 1.3093, 1169179
0.00045726, 1.30928, 1172301
0.000402684, 1.3093, 1175188
0.00039517, 1.30931, 1178504
0.000381202, 1.30933, 1181717
0.000367836, 1.30931, 1184668
0.000388228, 1.30929, 1187667
0.000431366, 1.30932, 1191420
0.000469631, 1.30928, 1194164
0.000505738, 1.30928, 1197133
0.000507509, 1.30938, 1200086
0.000529413, 1.30946, 1203021
0.00053366, 1.30935, 1207161
0.000573698, 1.30935, 1210389
0.000586734, 1.30937, 1213385
0.000541511, 1.30934, 1216386
0.000550597, 1.30935, 1219480
0.000623535, 1.30939, 1222850
0.000643987, 1.30945, 1226140
0.000639822, 1.30939, 1229162
0.000590059, 1.30933, 1232716
0.000559967, 1.30938, 1235642
0.000552373, 1.3095, 1238414
0.000506011, 1.30937, 1241531
0.000450799, 1.30934, 1245316
0.000497228, 1.30927, 1248611
0.000544527, 1.30928, 1251770
0.000533674, 1.30935, 1255014
0.000483954, 1.30932, 1258128
0.00047183, 1.3094, 1261001
0.000473268, 1.30944, 1263742
0.0003595, 1.30942, 1266466
0.000279631, 1.30942, 1269133
0.000303822, 1.3094, 1271702
0.000377709, 1.30935, 1274245
0.000466916, 1.30946, 1276805
0.000448372, 1.30953, 1279338
0.000417813, 1.30953, 1281852
0.000473003, 1.30957, 1284424
0.000554688, 1.30958, 1286970
0.000525015, 1.30954, 1289510
0.000508963, 1.30949, 1292656
0.000543508, 1.30949, 1295338
0.000555848, 1.30951, 1297965
0.000590427, 1.30947, 1300589
0.000635035, 1.30954, 1303216
0.00066115, 1.30947, 1305918
0.000613237, 1.30955, 1308561
0.000610422, 1.30959, 1311031
0.000621589, 1.30958, 1313615
0.0005965, 1.30965, 1316196
0.000620745, 1.30963, 1318789
0.000604333, 1.30958, 1321396
0.000595605, 1.30963, 1323953
0.000580968, 1.30957, 1326433
0.00060666, 1.30961, 1328892
0.000570741, 1.30954, 1331495
0.000593315, 1.30952, 1333996
0.000636582, 1.30949, 1336379
0.000610191, 1.30939, 1338894
0.000602341, 1.30942, 1341388
0.000569289, 1.30943, 1343887
0.000642726, 1.30942, 1346309
0.000711941, 1.30943, 1348749
0.000679155, 1.30947, 1351289
0.000593659, 1.30951, 1353703
0.000695477, 1.30962, 1356466
0.000691695, 1.30965, 1359404
0.00064141, 1.30963, 1363218
0.000677574, 1.3097, 1365573
0.000661333, 1.30968, 1368114
0.000709803, 1.30969, 1370624
0.000696412, 1.30966, 1373338
0.000650257, 1.30962, 1375929
0.000682641, 1.30964, 1378801
0.000663787, 1.30961, 1381761
0.000699249, 1.30958, 1384495
0.000652302, 1.30963, 1387545
0.000588754, 1.30961, 1389704
0.000614019, 1.30955, 1392307
0.000630501, 1.30951, 1395013
0.000570636, 1.30949, 1397797
0.000566504, 1.30949, 1400448
0.000490946, 1.30946, 1403449
0.000436503, 1.30942, 1406580
0.000464815, 1.30944, 1408856
0.00042234, 1.30948, 1411459
0.000430078, 1.30954, 1413998
0.000438469, 1.30954, 1416463
0.000501825, 1.30952, 1419043
0.000470786, 1.30948, 1421635
0.000385301, 1.30942, 1424288
0.000290791, 1.30944, 1426539
0.00029414, 1.30945, 1429165
0.000305102, 1.30944, 1431591
0.000316099, 1.30939, 1434158
0.000259219, 1.30934, 1436323
0.000265601, 1.30936, 1439186
0.000282956, 1.30932, 1442972
0.000254021, 1.30928, 1445085
